,Price
2018-08-01,10.01931826556934
2018-08-02,10.041154649305982
2018-08-03,10.029729148753225
2018-08-04,10.029729148753225
2018-08-05,10.029729148753225
2018-08-06,10.223245301560006
2018-08-07,10.245445891168162
2018-08-08,10.203014371698808
2018-08-09,10.268180813167914
2018-08-10,10.441112885394915
2018-08-11,10.441112885394915
2018-08-12,10.441112885394915
2018-08-13,10.518861319248249
2018-08-14,10.627591819186833
2018-08-15,10.566839454612454
2018-08-16,10.559660975310159
2018-08-17,10.54615649183147
2018-08-18,10.54615649183147
2018-08-19,10.54615649183147
2018-08-20,10.517049502518118
2018-08-21,10.365941530524506
2018-08-22,10.258414813904926
2018-08-23,10.320214961306965
2018-08-24,10.252855914506819
2018-08-25,10.252855914506819
2018-08-26,10.252855914506819
2018-08-27,10.202812922245425
2018-08-28,10.255588993981084
2018-08-29,10.250039307210416
2018-08-30,10.283642058715145
2018-08-31,10.338353396388651
2018-09-01,10.338353396388651
2018-09-02,10.338353396388651
2018-09-03,10.319161650902839
2018-09-04,10.695724112516888
2018-09-05,10.726304508045693
2018-09-06,10.675654096548337
2018-09-07,10.611335216803832
2018-09-08,10.611335216803832
2018-09-09,10.611335216803832
2018-09-10,10.616941407689474
2018-09-11,10.684009335462473
2018-09-12,10.617866355484583
2018-09-13,10.550571182901365
2018-09-14,10.513829996314948
2018-09-15,10.513829996314948
2018-09-16,10.513829996314948
2018-09-17,10.445113008229947
2018-09-18,10.384848298734799
2018-09-19,10.554847070384474
2018-09-20,10.388202923473774
2018-09-21,10.474167792654464
2018-09-22,10.474167792654464
2018-09-23,10.474167792654464
2018-09-24,10.49231298366294
2018-09-25,10.471357941284854
2018-09-26,10.499708880972852
2018-09-27,10.572632354747574
2018-09-28,10.628624247635427
2018-09-29,10.628624247635427
2018-09-30,10.628624247635427
2018-10-01,10.812089423903698
2018-10-02,10.763920894239037
2018-10-03,10.712089423903697
2018-10-04,10.753568357695615
2018-10-05,10.792869426360397
2018-10-06,10.792869426360397
2018-10-07,10.792869426360397
2018-10-08,10.816130696474636
2018-10-09,10.775855546001718
2018-10-10,10.651418744625968
2018-10-11,10.509765385087828
2018-10-12,10.533697948654957
2018-10-13,10.533697948654957
2018-10-14,10.533697948654957
2018-10-15,10.503169143839823
2018-10-16,10.512123817712812
2018-10-17,10.604522785898538
2018-10-18,10.703277238668468
2018-10-19,10.710895467387301
2018-10-20,10.710895467387301
2018-10-21,10.710895467387301
2018-10-22,10.756526225279451
2018-10-23,10.755713671539123
2018-10-24,10.825588993981086
2018-10-25,10.841621422429679
2018-10-26,10.802486181058837
2018-10-27,10.802486181058837
2018-10-28,10.802486181058837
2018-10-29,10.709076894730378
2018-10-30,10.685932932072227
2018-10-31,10.582919174548582
2018-11-01,10.265848790074928
2018-11-02,10.365484584203415
2018-11-03,10.365484584203415
2018-11-04,10.365484584203415
2018-11-05,10.219730991278714
2018-11-06,10.023716373909838
2018-11-07,10.105490725955041
2018-11-08,9.97715268394546
2018-11-09,9.941367768087458
2018-11-10,9.941367768087458
2018-11-11,9.941367768087458
2018-11-12,10.16114973590468
2018-11-13,9.949301682839947
2018-11-14,9.806440240756663
2018-11-15,9.770332882938213
2018-11-16,9.637970765262253
2018-11-17,9.637970765262253
2018-11-18,9.637970765262253
2018-11-19,9.523557302542685
2018-11-20,9.522062400196535
2018-11-21,9.499363100356222
2018-11-22,9.480976538508783
2018-11-23,9.557796953691193
2018-11-24,9.557796953691193
2018-11-25,9.557796953691193
2018-11-26,9.580565041149736
2018-11-27,9.619648691806905
2018-11-28,9.55341112885395
2018-11-29,9.537085124677558
2018-11-30,9.606614666502887
2018-12-01,9.606614666502887
2018-12-02,9.606614666502887
2018-12-03,9.266738729885764
2018-12-04,9.294704581746714
2018-12-05,9.338011300822995
2018-12-06,9.340639970519593
2018-12-07,9.34178663554846
2018-12-08,9.34178663554846
2018-12-09,9.34178663554846
2018-12-10,9.35985996806289
2018-12-11,9.436227121975188
2018-12-12,9.475607419235967
2018-12-13,9.49937599803464
2018-12-14,9.610963026655202
2018-12-15,9.610963026655202
2018-12-16,9.610963026655202
2018-12-17,9.616230807026163
2018-12-18,9.562074069524629
2018-12-19,9.542552511976416
2018-12-20,9.468907382385456
2018-12-21,9.510178724972361
2018-12-22,9.510178724972361
2018-12-23,9.510178724972361
2018-12-24,9.487465913278466
2018-12-25,9.517749662203661
2018-12-26,9.52532059943496
2018-12-27,9.417449330549074
2018-12-28,9.386292838717603
2018-12-29,9.386292838717603
2018-12-30,9.386292838717603
2018-12-31,9.27807456086476
2019-01-01,9.282332023092987
2019-01-02,9.251397862670434
2019-01-03,9.02183392703599
2019-01-04,8.983084387667361
2019-01-05,8.983084387667361
2019-01-06,8.983084387667361
2019-01-07,8.733334971133766
2019-01-08,8.817426606068052
2019-01-09,8.741744871637392
2019-01-10,8.789045571797077
2019-01-11,8.840079842771157
2019-01-12,8.840079842771157
2019-01-13,8.840079842771157
2019-01-14,8.77513818941162
2019-01-15,8.877287802481268
2019-01-16,8.941284854440486
2019-01-17,8.989497604716865
2019-01-18,8.992467755803956
2019-01-19,8.992467755803956
2019-01-20,8.992467755803956
2019-01-21,8.989401793391476
2019-01-22,8.866797690701388
2019-01-23,8.84967448716374
2019-01-24,8.891799533226875
2019-01-25,8.806989313352167
2019-01-26,8.806989313352167
2019-01-27,8.806989313352167
2019-01-28,8.49097162510748
2019-01-29,8.567663677680875
2019-01-30,8.554777668591083
2019-01-31,8.492510133890185
2019-02-01,8.308807271833928
2019-02-02,8.308807271833928
2019-02-03,8.308807271833928
2019-02-04,8.223608893256356
2019-02-05,8.139274659132786
2019-02-06,8.226016459894362
2019-02-07,8.138892028006389
2019-02-08,8.037091266429186
2019-02-09,8.037091266429186
2019-02-10,8.037091266429186
2019-02-11,8.017255865372805
2019-02-12,7.948561601768825
2019-02-13,8.07082667976907
2019-02-14,8.029974204643164
2019-02-15,8.06350509765385
2019-02-16,8.06350509765385
2019-02-17,8.06350509765385
2019-02-18,8.050753592924703
2019-02-19,8.030715514064612
2019-02-20,8.054202800638741
2019-02-21,8.044282029234738
2019-02-22,8.060463088072717
2019-02-23,8.060463088072717
2019-02-24,8.060463088072717
2019-02-25,7.9368652499692915
2019-02-26,7.978953445522662
2019-02-27,8.12951418744626
2019-02-28,8.101584571919911
2019-03-01,8.063672767473285
2019-03-02,8.063672767473285
2019-03-03,8.063672767473285
2019-03-04,8.149849527085125
2019-03-05,8.09149981574745
2019-03-06,7.994654219383368
2019-03-07,8.036715391229578
2019-03-08,7.904199729762927
2019-03-09,7.904199729762927
2019-03-10,7.904199729762927
2019-03-11,7.903436924210786
2019-03-12,7.903955902223315
2019-03-13,7.7859034516644146
2019-03-14,7.822626212995946
2019-03-15,7.748827539614299
2019-03-16,7.748827539614299
2019-03-17,7.748827539614299
2019-03-18,7.741806289153668
2019-03-19,7.707882938213978
2019-03-20,7.661368382262622
2019-03-21,7.655214347131802
2019-03-22,7.680733325144331
2019-03-23,7.680733325144331
2019-03-24,7.680733325144331
2019-03-25,7.675305245055891
2019-03-26,7.674732833804201
2019-03-27,7.662127502763789
2019-03-28,7.6825420709986485
2019-03-29,7.614533226876304
2019-03-30,7.614533226876304
2019-03-31,7.614533226876304
2019-04-01,6.435004913401302
2019-04-02,6.17628116938951
2019-04-03,5.980649797322196
2019-04-04,6.1460834049871025
2019-04-05,6.24122343692421
2019-04-06,6.24122343692421
2019-04-07,6.24122343692421
2019-04-08,6.4021287311141135
2019-04-09,6.440301560004913
2019-04-10,6.499146296523769
2019-04-11,6.521050853703476
2019-04-12,6.492427220243214
2019-04-13,6.492427220243214
2019-04-14,6.492427220243214
2019-04-15,6.450018425254883
2019-04-16,6.467529787495394
2019-04-17,6.489927527330795
2019-04-18,6.506190885640585
2019-04-19,6.4959587274290636
2019-04-20,6.4959587274290636
2019-04-21,6.4959587274290636
2019-04-22,6.4893809114359415
2019-04-23,6.518589853826311
2019-04-24,6.534988330671908
2019-04-25,6.552897678417885
2019-04-26,6.422954182532858
2019-04-27,6.422954182532858
2019-04-28,6.422954182532858
2019-04-29,6.477607173565901
2019-04-30,6.461663186340743
2019-05-01,6.416963517995333
2019-05-02,6.52040781230807
2019-05-03,6.671001719690455
2019-05-04,6.671001719690455
2019-05-05,6.671001719690455
2019-05-06,6.67324407320968
2019-05-07,6.579698439995087
2019-05-08,6.629087335708143
2019-05-09,6.482112762559883
2019-05-10,6.476670556442698
2019-05-11,6.476670556442698
2019-05-12,6.476670556442698
2019-05-13,6.3964015477214105
2019-05-14,6.489770912664293
2019-05-15,6.4572226999140145
2019-05-16,6.424402407566639
2019-05-17,6.428232403881587
2019-05-18,6.428232403881587
2019-05-19,6.428232403881587
2019-05-20,6.398354010563813
2019-05-21,6.404073209679401
2019-05-22,6.387765630757891
2019-05-23,6.344625967325881
2019-05-24,6.3132882938213974
2019-05-25,6.3132882938213974
2019-05-26,6.3132882938213974
2019-05-27,6.316825942758875
2019-05-28,6.284436801375753
2019-05-29,6.277801252917332
2019-05-30,6.268163616263358
2019-05-31,6.199029603242845
2019-06-01,6.199029603242845
2019-06-02,6.199029603242845
2019-06-03,5.648833067190763
2019-06-04,5.714708880972854
2019-06-05,5.647414322564796
2019-06-06,5.652835032551284
2019-06-07,5.68374769684314
2019-06-08,5.68374769684314
2019-06-09,5.68374769684314
2019-06-10,5.752462842402654
2019-06-11,5.559758014985873
2019-06-12,5.493526593784548
2019-06-13,5.477948654956394
2019-06-14,5.462007124431888
2019-06-15,5.462007124431888
2019-06-16,5.462007124431888
2019-06-17,5.402979363714532
2019-06-18,5.349266060680506
2019-06-19,5.327628055521434
2019-06-20,5.306797690701388
2019-06-21,5.2828338042009575
2019-06-22,5.2828338042009575
2019-06-23,5.2828338042009575
2019-06-24,5.285181181673013
2019-06-25,5.289438029726078
2019-06-26,5.287634197273062
2019-06-27,5.304440486426729
2019-06-28,5.282233140891782
2019-06-29,5.282233140891782
2019-06-30,5.282233140891782
2019-07-01,5.507512590590837
2019-07-02,5.593956516398476
2019-07-03,5.7502125046063135
2019-07-04,5.746969659746959
2019-07-05,6.159735904680014
2019-07-06,6.159735904680014
2019-07-07,6.159735904680014
2019-07-08,6.248099742046431
2019-07-09,6.185854931826557
2019-07-10,6.320566269500062
2019-07-11,6.340971625107481
2019-07-12,6.303738484215698
2019-07-13,6.303738484215698
2019-07-14,6.303738484215698
2019-07-15,6.300644883920894
2019-07-16,6.2768873602751505
2019-07-17,6.336212995946444
2019-07-18,6.283849649920159
2019-07-19,6.385458174671417
2019-07-20,6.385458174671417
2019-07-21,6.385458174671417
2019-07-22,6.376192113990911
2019-07-23,6.40907750890554
2019-07-24,6.416941407689473
2019-07-25,6.412652008352783
2019-07-26,6.440647340621545
2019-07-27,6.440647340621545
2019-07-28,6.440647340621545
2019-07-29,6.392752733079474
2019-07-30,6.374618597223928
2019-07-31,6.420136346886132
2019-08-01,6.520415182410023
2019-08-02,6.411988699177005
2019-08-03,6.411988699177005
2019-08-04,6.411988699177005
2019-08-05,6.2496253531507175
2019-08-06,6.146153420955656
2019-08-07,6.152325267166196
2019-08-08,6.19561724603857
2019-08-09,6.168084387667363
2019-08-10,6.168084387667363
2019-08-11,6.168084387667363
2019-08-12,6.166651517012651
2019-08-13,6.206657044589117
2019-08-14,6.202631740572412
2019-08-15,6.192949269131557
2019-08-16,6.190816852966465
2019-08-17,6.190816852966465
2019-08-18,6.190816852966465
2019-08-19,6.185910821766368
2019-08-20,6.156977644024075
2019-08-21,6.127085124677558
2019-08-22,6.118717602260165
2019-08-23,6.095159071367154
2019-08-24,6.095159071367154
2019-08-25,6.095159071367154
2019-08-26,6.117575236457437
2019-08-27,6.096680997420464
2019-08-28,6.059765999262989
2019-08-29,6.075388772878025
2019-08-30,6.062059329320722
2019-08-31,6.062059329320722
2019-09-01,6.062059329320722
2019-09-02,6.074720550300945
2019-09-03,6.373559145068174
2019-09-04,6.332317897064242
2019-09-05,6.388667239896819
2019-09-06,6.419325021496131
2019-09-07,6.419325021496131
2019-09-08,6.419325021496131
2019-09-09,6.4920771404004425
2019-09-10,6.745924947795111
2019-09-11,6.749305982066086
2019-09-12,6.755463702247882
2019-09-13,6.759078737255867
2019-09-14,6.759078737255867
2019-09-15,6.759078737255867
2019-09-16,6.893305490725956
2019-09-17,6.827128116938951
2019-09-18,6.786779879621669
2019-09-19,6.7800417639110675
2019-09-20,6.827708512467756
2019-09-21,6.827708512467756
2019-09-22,6.827708512467756
2019-09-23,6.792482496007861
2019-09-24,6.753762437047046
2019-09-25,6.762120746836997
2019-09-26,6.809178847807394
2019-09-27,6.776309421446997
2019-09-28,6.776309421446997
2019-09-29,6.776309421446997
2019-09-30,6.709890062645866
2019-10-01,6.74069524628424
2019-10-02,6.6628399459525856
2019-10-03,6.635330426237563
2019-10-04,6.6783920894239035
2019-10-05,6.6783920894239035
2019-10-06,6.6783920894239035
2019-10-07,6.750696474634565
2019-10-08,6.882893993366907
2019-10-09,6.811522540228473
2019-10-10,6.778688121852352
2019-10-11,6.75148630389387
2019-10-12,6.75148630389387
2019-10-13,6.75148630389387
2019-10-14,6.770824223068419
2019-10-15,6.73444294312738
2019-10-16,6.68847807394669
2019-10-17,6.651848667239896
2019-10-18,6.61273185112394
2019-10-19,6.61273185112394
2019-10-20,6.61273185112394
2019-10-21,6.632278589853827
2019-10-22,6.629767841788478
2019-10-23,6.615045448962045
2019-10-24,6.631246161405233
2019-10-25,6.6286107357818445
2019-10-26,6.6286107357818445
2019-10-27,6.6286107357818445
2019-10-28,6.234423903697334
2019-10-29,6.233720673135979
2019-10-30,6.2012295786758385
2019-10-31,6.221870777545756
2019-11-01,6.274028374892519
2019-11-02,6.274028374892519
2019-11-03,6.274028374892519
2019-11-04,6.268861319248249
2019-11-05,6.305105638127995
2019-11-06,6.194135855546001
2019-11-07,6.240574867952341
2019-11-08,6.213238545633215
2019-11-09,6.213238545633215
2019-11-10,6.213238545633215
2019-11-11,6.145161528067805
2019-11-12,6.180356221594399
2019-11-13,6.209613069647463
2019-11-14,6.244607542070998
2019-11-15,6.211416287925315
2019-11-16,6.211416287925315
2019-11-17,6.211416287925315
2019-11-18,6.106147893379191
2019-11-19,6.124938582483725
2019-11-20,6.183791917454858
2019-11-21,6.208669696597469
2019-11-22,6.238349097162511
2019-11-23,6.238349097162511
2019-11-24,6.238349097162511
2019-11-25,6.239651762682718
2019-11-26,6.2411006018916595
2019-11-27,6.247898906768211
2019-11-28,6.241713548704091
2019-11-29,6.248049993858248
2019-11-30,6.248049993858248
2019-12-01,6.248049993858248
2019-12-02,6.357037219014863
2019-12-03,6.249654833558531
2019-12-04,6.224711337673504
2019-12-05,6.072650780002456
2019-12-06,6.019189288785162
2019-12-07,6.019189288785162
2019-12-08,6.019189288785162
2019-12-09,5.9776741186586415
2019-12-10,5.956924210784916
2019-12-11,5.903334971133767
2019-12-12,5.958506326004176
2019-12-13,5.924499447242353
2019-12-14,5.924499447242353
2019-12-15,5.924499447242353
2019-12-16,5.890595749907875
2019-12-17,5.910001228350326
2019-12-18,5.918061049011178
2019-12-19,5.913456577815993
2019-12-20,5.9143072104164105
2019-12-21,5.9143072104164105
2019-12-22,5.9143072104164105
2019-12-23,5.914602628669696
2019-12-24,5.91525856774352
2019-12-25,5.913290750522049
2019-12-26,5.909355116079106
2019-12-27,5.895503009458297
2019-12-28,5.895503009458297
2019-12-29,5.895503009458297
2019-12-30,5.790423780862302
2019-12-31,5.821625721655817
2020-01-01,5.821625721655817
2020-01-02,5.776562461614052
2020-01-03,5.815382631126398
2020-01-04,5.815382631126398
2020-01-05,5.815382631126398
2020-01-06,5.75816852966466
2020-01-07,5.7972558653728035
2020-01-08,5.805889939810834
2020-01-09,5.805889939810834
2020-01-10,5.8527207959710115
2020-01-11,5.8527207959710115
2020-01-12,5.8527207959710115
2020-01-13,5.878647586291611
2020-01-14,5.760530647340621
2020-01-15,5.699428817098637
2020-01-16,5.60717909347746
2020-01-17,5.603852106620808
2020-01-18,5.603852106620808
2020-01-19,5.603852106620808
2020-01-20,5.6013659255619705
2020-01-21,5.5675592679032055
2020-01-22,5.563238545633214
2020-01-23,5.588545633214593
2020-01-24,5.597804323793146
2020-01-25,5.597804323793146
2020-01-26,5.597804323793146
2020-01-27,5.612036604839701
2020-01-28,5.610181181673013
2020-01-29,5.621324161650903
2020-01-30,5.610799656061909
2020-01-31,5.579845227858985
2020-02-01,5.579845227858985
2020-02-02,5.579845227858985
2020-02-03,5.302297015108709
2020-02-04,5.4272841174302915
2020-02-05,5.521440854931827
2020-02-06,5.481427343078246
2020-02-07,5.414122957867583
2020-02-08,5.414122957867583
2020-02-09,5.414122957867583
2020-02-10,5.352514433116324
2020-02-11,5.4170967940056505
2020-02-12,5.506157106006633
2020-02-13,5.664537526102444
2020-02-14,5.725525119764157
2020-02-15,5.725525119764157
2020-02-16,5.725525119764157
2020-02-17,5.724284485935389
2020-02-18,5.622048888342955
2020-02-19,5.591431028129223
2020-02-20,5.517503377963395
2020-02-21,5.475232158211522
2020-02-22,5.475232158211522
2020-02-23,5.475232158211522
2020-02-24,5.430880727183393
2020-02-25,5.423553003316546
2020-02-26,5.417909347745978
2020-02-27,5.3756952462842404
2020-02-28,5.379982803095443
2020-02-29,5.379982803095443
2020-03-01,5.379982803095443
2020-03-02,5.167829504974819
2020-03-03,5.166478319616755
2020-03-04,5.194248863775949
2020-03-05,5.200859845227859
2020-03-06,5.125979609384597
2020-03-07,5.125979609384597
2020-03-08,5.125979609384597
2020-03-09,4.982776685910822
2020-03-10,5.052077140400442
2020-03-11,5.062085738852721
2020-03-12,5.072863284608771
2020-03-13,5.153418498955903
2020-03-14,5.153418498955903
2020-03-15,5.153418498955903
2020-03-16,5.112437661220979
2020-03-17,5.255197764402407
2020-03-18,5.322048888342955
2020-03-19,5.39856283011915
2020-03-20,5.449085493182656
2020-03-21,5.449085493182656
2020-03-22,5.449085493182656
2020-03-23,5.440240756663801
2020-03-24,5.446824100233386
2020-03-25,5.422962780985136
2020-03-26,5.339230438521066
2020-03-27,5.27953199852598
2020-03-28,5.27953199852598
2020-03-29,5.27953199852598
2020-03-30,5.66389264218155
2020-03-31,5.511214838471933
2020-04-01,5.376636776808746
2020-04-02,5.378213978626704
2020-04-03,5.278331286082791
2020-04-04,5.278331286082791
2020-04-05,5.278331286082791
2020-04-06,5.257300085984523
2020-04-07,5.305478442451787
2020-04-08,5.259452155754821
2020-04-09,5.2532735536174915
2020-04-10,5.249828030954428
2020-04-11,5.249828030954428
2020-04-12,5.249828030954428
2020-04-13,5.260738852720796
2020-04-14,5.111147279204029
2020-04-15,5.111055152929616
2020-04-16,5.15640584694755
2020-04-17,5.150374646849281
2020-04-18,5.150374646849281
2020-04-19,5.150374646849281
2020-04-20,5.15597592433362
2020-04-21,5.101103058592311
2020-04-22,5.129625353150719
2020-04-23,5.121682839945953
2020-04-24,5.1012535315071865
2020-04-25,5.1012535315071865
2020-04-26,5.1012535315071865
2020-04-27,4.433990910207592
2020-04-28,4.392433361994842
2020-04-29,4.398799901731974
2020-04-30,4.4778743397617005
2020-05-01,4.4456915612332635
2020-05-02,4.4456915612332635
2020-05-03,4.4456915612332635
2020-05-04,4.391033042623756
2020-05-05,4.499593416042256
2020-05-06,4.551283626090161
2020-05-07,4.539754329934897
2020-05-08,4.537786512713425
2020-05-09,4.537786512713425
2020-05-10,4.537786512713425
2020-05-11,4.528342341235721
2020-05-12,4.455090897924087
2020-05-13,4.461981329075052
2020-05-14,4.4502407566638
2020-05-15,4.428878516152807
2020-05-16,4.428878516152807
2020-05-17,4.428878516152807
2020-05-18,4.412106620808254
2020-05-19,4.373562215943988
2020-05-20,4.334802235597593
2020-05-21,4.346225893624863
2020-05-22,4.354474880235843
2020-05-23,4.354474880235843
2020-05-24,4.354474880235843
2020-05-25,4.354949637636653
2020-05-26,4.328258199238423
2020-05-27,4.318750767718954
2020-05-28,4.290703844736519
2020-05-29,4.271556319862425
2020-05-30,4.271556319862425
2020-05-31,4.271556319862425
2020-06-01,4.9306719076280565
2020-06-02,5.128577570323056
2020-06-03,5.072595504237809
2020-06-04,4.955453875445277
2020-06-05,5.022022478810957
2020-06-06,5.022022478810957
2020-06-07,5.022022478810957
2020-06-08,4.980560127748434
2020-06-09,4.906711706178601
2020-06-10,4.83339577447488
2020-06-11,4.820699545510379
2020-06-12,4.877411865864145
2020-06-13,4.877411865864145
2020-06-14,4.877411865864145
2020-06-15,4.886273185112394
2020-06-16,4.889922613929493
2020-06-17,4.882353519223683
2020-06-18,4.911435941530524
2020-06-19,4.944417147770544
2020-06-20,4.944417147770544
2020-06-21,4.944417147770544
2020-06-22,4.924294926913155
2020-06-23,4.930927404495762
2020-06-24,4.966938950988823
2020-06-25,4.981470335339639
2020-06-26,4.991858494042501
2020-06-27,4.991858494042501
2020-06-28,4.991858494042501
2020-06-29,5.451548949760472
2020-06-30,5.428505711829014
2020-07-01,5.484848298734798
2020-07-02,5.557209802235598
2020-07-03,5.5522128731114115
2020-07-04,5.5522128731114115
2020-07-05,5.5522128731114115
2020-07-06,5.560869672030464
2020-07-07,5.5185542316668705
2020-07-08,5.371314949023461
2020-07-09,5.355130819309668
2020-07-10,5.309234737747206
2020-07-11,5.309234737747206
2020-07-12,5.309234737747206
2020-07-13,5.2780063874216925
2020-07-14,5.23130573639602
2020-07-15,5.273774720550301
2020-07-16,5.286414445399828
