,capacity,status,efficiency,carrier2,emission_factor,fuel,VOM,availability,mustrun
486,410.0,operating,0.576,Natural gas,0.187,0.0,4.0,0.9,0.2
487,230.0,operating,0.5985,Natural gas,0.187,0.0,4.0,0.9,0.2
488,102.0,shutdown_temporary,0.3575,Natural gas,0.187,0.0,4.0,0.9,0.2
489,417.0,operating,0.5715,Natural gas,0.187,0.0,4.0,0.9,0.2
490,69.0,operating,0.5805,Natural gas,0.187,0.0,4.0,0.9,0.2
491,96.5,operating,0.3982,Natural gas,0.187,0.0,4.0,0.9,0.2
492,86.0,operating,0.3883,Natural gas,0.187,0.0,4.0,0.9,0.2
493,182.0,operating,0.522,Natural gas,0.187,0.0,4.0,0.9,0.2
494,11.6,operating,0.3729,Natural gas,0.187,0.0,4.0,0.9,0.2
495,353.0,operating,0.531,Natural gas,0.187,0.0,4.0,0.9,0.2
496,37.0,operating,0.3674,Natural gas,0.187,0.0,4.0,0.9,0.2
497,48.31,operating,0.3718,Natural gas,0.187,0.0,4.0,0.9,0.2
498,21.5,operating,0.3905,Natural gas,0.187,0.0,4.0,0.9,0.2
499,125.0,operating,0.4545,Natural gas,0.187,0.0,4.0,0.9,0.2
501,413.0,operating,0.576,Natural gas,0.187,0.0,4.0,0.9,0.2
502,108.0,operating,0.558,Natural gas,0.187,0.0,4.0,0.9,0.2
503,800.0,operating,0.5715,Natural gas,0.187,0.0,4.0,0.9,0.2
504,430.0,operating,0.5985,Natural gas,0.187,0.0,4.0,0.9,0.2
505,25.8,operating,0.3839,Natural gas,0.187,0.0,4.0,0.9,0.2
506,14.0,operating,0.4406,Natural gas,0.187,0.0,4.0,0.9,0.2
507,56.0,operating,0.3098,Natural gas,0.187,0.0,4.0,0.9,0.2
508,431.0,shutdown_temporary,0.3553,Natural gas,0.187,0.0,4.0,0.9,0.2
509,167.0,operating,0.585,Natural gas,0.187,0.0,4.0,0.9,0.2
510,39.0,operating,0.531,Natural gas,0.187,0.0,4.0,0.9,0.2
511,35.0,operating,0.513,Natural gas,0.187,0.0,4.0,0.9,0.2
512,35.0,operating,0.513,Natural gas,0.187,0.0,4.0,0.9,0.2
513,37.0,operating,0.513,Natural gas,0.187,0.0,4.0,0.9,0.2
514,25.0,operating,0.3641,Natural gas,0.187,0.0,4.0,0.9,0.2
515,116.0,operating,0.423,Natural gas,0.187,0.0,4.0,0.9,0.2
516,116.0,operating,0.4185,Natural gas,0.187,0.0,4.0,0.9,0.2
517,359.0,operating,0.4185,Natural gas,0.187,0.0,4.0,0.9,0.2
518,359.0,operating,0.423,Natural gas,0.187,0.0,4.0,0.9,0.2
519,887.0,operating,0.585,Natural gas,0.187,0.0,4.0,0.9,0.2
520,47.0,operating,0.3592,Natural gas,0.187,0.0,4.0,0.9,0.2
521,497.5,operating,0.5625,Natural gas,0.187,0.0,4.0,0.9,0.2
522,410.0,operating,0.5265,Natural gas,0.187,0.0,4.0,0.9,0.2
523,434.2,operating,0.54,Natural gas,0.187,0.0,4.0,0.9,0.2
524,335.0,operating,0.432,Natural gas,0.187,0.0,4.0,0.9,0.2
525,61.13,operating,0.5535,Natural gas,0.187,0.0,4.0,0.9,0.2
526,77.57,special_case,0.5535,Natural gas,0.187,0.0,4.0,0.9,0.2
529,79.7,operating,0.45,Natural gas,0.187,0.0,4.0,0.9,0.2
530,97.9,operating,0.45,Natural gas,0.187,0.0,4.0,0.9,0.2
531,97.9,operating,0.45,Natural gas,0.187,0.0,4.0,0.9,0.2
532,124.9,operating,0.558,Natural gas,0.187,0.0,4.0,0.9,0.2
533,123.9,operating,0.558,Natural gas,0.187,0.0,4.0,0.9,0.2
534,127.6,operating,0.558,Natural gas,0.187,0.0,4.0,0.9,0.2
535,104.14,operating,0.5625,Natural gas,0.187,0.0,4.0,0.9,0.2
536,75.0,operating,0.5265,Natural gas,0.187,0.0,4.0,0.9,0.2
537,25.4,special_case,0.3806,Natural gas,0.187,0.0,4.0,0.9,0.2
538,37.5,operating,0.3514,Natural gas,0.187,0.0,4.0,0.9,0.2
539,37.5,reserve,0.3956,Natural gas,0.187,0.0,4.0,0.9,0.2
540,37.5,reserve,0.3956,Natural gas,0.187,0.0,4.0,0.9,0.2
541,37.5,reserve,0.3956,Natural gas,0.187,0.0,4.0,0.9,0.2
542,36.5,operating,0.3462,Natural gas,0.187,0.0,4.0,0.9,0.2
543,36.5,operating,0.3462,Natural gas,0.187,0.0,4.0,0.9,0.2
544,36.5,operating,0.3462,Natural gas,0.187,0.0,4.0,0.9,0.2
545,36.5,operating,0.3462,Natural gas,0.187,0.0,4.0,0.9,0.2
546,75.0,operating,0.5625,Natural gas,0.187,0.0,4.0,0.9,0.2
547,75.0,operating,0.5625,Natural gas,0.187,0.0,4.0,0.9,0.2
548,383.0,seasonal_conservation,0.4185,Natural gas,0.187,0.0,4.0,0.9,0.2
549,440.0,seasonal_conservation,0.432,Natural gas,0.187,0.0,4.0,0.9,0.2
550,23.1,operating,0.3531,Natural gas,0.187,0.0,4.0,0.9,0.2
552,40.0,operating,0.3956,Natural gas,0.187,0.0,4.0,0.9,0.2
553,60.0,operating,0.5175,Natural gas,0.187,0.0,4.0,0.9,0.2
555,41.2,operating,0.45,Natural gas,0.187,0.0,4.0,0.9,0.2
556,52.0,operating,0.3993,Natural gas,0.187,0.0,4.0,0.9,0.2
557,118.5,operating,0.585,Natural gas,0.187,0.0,4.0,0.9,0.2
560,81.8,operating,0.3806,Natural gas,0.187,0.0,4.0,0.9,0.2
561,9.84,operating,0.4574,Natural gas,0.187,0.0,4.0,0.9,0.2
562,79.0,operating,0.3421,Natural gas,0.187,0.0,4.0,0.9,0.2
563,9.81,operating,0.4574,Natural gas,0.187,0.0,4.0,0.9,0.2
564,9.2,operating,0.4602,Natural gas,0.187,0.0,4.0,0.9,0.2
565,4.3,operating,0.4588,Natural gas,0.187,0.0,4.0,0.9,0.2
566,108.0,operating,0.522,Natural gas,0.187,0.0,4.0,0.9,0.2
567,26.5,operating,0.3146,Natural gas,0.187,0.0,4.0,0.9,0.2
568,112.1,operating,0.5355,Natural gas,0.187,0.0,4.0,0.9,0.2
569,75.0,operating,0.5625,Natural gas,0.187,0.0,4.0,0.9,0.2
570,122.0,operating,0.513,Natural gas,0.187,0.0,4.0,0.9,0.2
571,44.9,operating,0.3784,Natural gas,0.187,0.0,4.0,0.9,0.2
572,23.0,operating,0.3784,Natural gas,0.187,0.0,4.0,0.9,0.2
575,157.0,operating,0.6075,Natural gas,0.187,0.0,4.0,0.9,0.2
576,100.0,operating,0.6075,Natural gas,0.187,0.0,4.0,0.9,0.2
579,13.4,operating,0.385,Natural gas,0.187,0.0,4.0,0.9,0.2
580,846.0,operating,0.585,Natural gas,0.187,0.0,4.0,0.9,0.2
581,561.0,operating,0.5895,Natural gas,0.187,0.0,4.0,0.9,0.2
582,200.0,operating,0.3956,Natural gas,0.187,0.0,4.0,0.9,0.2
583,200.0,operating,0.3956,Natural gas,0.187,0.0,4.0,0.9,0.2
584,55.0,operating,0.4185,Natural gas,0.187,0.0,4.0,0.9,0.2
585,55.0,operating,0.4185,Natural gas,0.187,0.0,4.0,0.9,0.2
586,55.0,reserve,0.3553,Natural gas,0.187,0.0,4.0,0.9,0.2
587,55.0,operating,0.3553,Natural gas,0.187,0.0,4.0,0.9,0.2
588,355.0,shutdown_temporary,0.3553,Natural gas,0.187,0.0,4.0,0.9,0.2
589,355.0,operating,0.4185,Natural gas,0.187,0.0,4.0,0.9,0.2
590,355.0,operating,0.4185,Natural gas,0.187,0.0,4.0,0.9,0.2
591,112.0,operating,0.3384,Natural gas,0.187,0.0,4.0,0.9,0.2
592,25.015,operating,0.3916,Natural gas,0.187,0.0,4.0,0.9,0.2
593,40.0,operating,0.3817,Natural gas,0.187,0.0,4.0,0.9,0.2
594,59.0,operating,0.3927,Natural gas,0.187,0.0,4.0,0.9,0.2
595,88.019,operating,0.5625,Natural gas,0.187,0.0,4.0,0.9,0.2
596,23.0,operating,0.3531,Natural gas,0.187,0.0,4.0,0.9,0.2
597,25.0,operating,0.3773,Natural gas,0.187,0.0,4.0,0.9,0.2
598,29.5,operating,0.4034,Natural gas,0.187,0.0,4.0,0.9,0.2
599,44.5,operating,0.393,Natural gas,0.187,0.0,4.0,0.9,0.2
600,27.0,operating,0.3806,Natural gas,0.187,0.0,4.0,0.9,0.2
601,15.1,operating,0.3806,Natural gas,0.187,0.0,4.0,0.9,0.2
602,29.0,shutdown_temporary,0.3487,Natural gas,0.187,0.0,4.0,0.9,0.2
603,20.4,operating,0.3586,Natural gas,0.187,0.0,4.0,0.9,0.2
604,9.7,operating,0.3784,Natural gas,0.187,0.0,4.0,0.9,0.2
605,11.4,operating,0.3839,Natural gas,0.187,0.0,4.0,0.9,0.2
606,10.2,operating,0.3566,Natural gas,0.187,0.0,4.0,0.9,0.2
607,0.9,operating,0.3905,Natural gas,0.187,0.0,4.0,0.9,0.2
608,10.0,operating,0.3774,Natural gas,0.187,0.0,4.0,0.9,0.2
611,14.0,operating,0.319,Natural gas,0.187,0.0,4.0,0.9,0.2
612,10.2,operating,0.385,Natural gas,0.187,0.0,4.0,0.9,0.2
613,13.5,operating,0.3861,Natural gas,0.187,0.0,4.0,0.9,0.2
614,11.4,operating,0.3872,Natural gas,0.187,0.0,4.0,0.9,0.2
615,15.5,operating,0.396,Natural gas,0.187,0.0,4.0,0.9,0.2
616,15.8,operating,0.5445,Natural gas,0.187,0.0,4.0,0.9,0.2
617,10.2,operating,0.4037,Natural gas,0.187,0.0,4.0,0.9,0.2
618,12.6,operating,0.3861,Natural gas,0.187,0.0,4.0,0.9,0.2
619,12.5,operating,0.3938,Natural gas,0.187,0.0,4.0,0.9,0.2
620,11.96,operating,0.5535,Natural gas,0.187,0.0,4.0,0.9,0.2
624,15.1,operating,0.385,Natural gas,0.187,0.0,4.0,0.9,0.2
625,64.0,operating,0.3344,Natural gas,0.187,0.0,4.0,0.9,0.2
626,76.0,operating,0.4004,Natural gas,0.187,0.0,4.0,0.9,0.2
627,95.0,operating,0.3993,Natural gas,0.187,0.0,4.0,0.9,0.2
628,13.5,operating,0.3795,Natural gas,0.187,0.0,4.0,0.9,0.2
629,20.0,operating,0.3795,Natural gas,0.187,0.0,4.0,0.9,0.2
630,51.9,operating,0.3696,Natural gas,0.187,0.0,4.0,0.9,0.2
631,11.5,operating,0.3751,Natural gas,0.187,0.0,4.0,0.9,0.2
632,11.0,operating,0.3564,Natural gas,0.187,0.0,4.0,0.9,0.2
633,18.9,operating,0.4004,Natural gas,0.187,0.0,4.0,0.9,0.2
634,3.0,operating,0.3795,Natural gas,0.187,0.0,4.0,0.9,0.2
635,27.0,operating,0.3861,Natural gas,0.187,0.0,4.0,0.9,0.2
636,9.5,special_case,0.3762,Natural gas,0.187,0.0,4.0,0.9,0.2
637,7.44,operating,0.3883,Natural gas,0.187,0.0,4.0,0.9,0.2
638,24.0,operating,0.3861,Natural gas,0.187,0.0,4.0,0.9,0.2
639,13.11,operating,0.5085,Natural gas,0.187,0.0,4.0,0.9,0.2
640,24.0,operating,0.3795,Natural gas,0.187,0.0,4.0,0.9,0.2
641,12.181,operating,0.3718,Natural gas,0.187,0.0,4.0,0.9,0.2
642,11.3377,operating,0.3509,Natural gas,0.187,0.0,4.0,0.9,0.2
643,11.6188,operating,0.3498,Natural gas,0.187,0.0,4.0,0.9,0.2
644,14.8,operating,0.549,Natural gas,0.187,0.0,4.0,0.9,0.2
645,58.1,operating,0.3729,Natural gas,0.187,0.0,4.0,0.9,0.2
646,0.48,operating,0.3498,Natural gas,0.187,0.0,4.0,0.9,0.2
647,84.0,operating,0.3278,Natural gas,0.187,0.0,4.0,0.9,0.2
649,47.0,operating,0.5985,Natural gas,0.187,0.0,4.0,0.9,0.2
650,34.3,operating,0.3828,Natural gas,0.187,0.0,4.0,0.9,0.2
651,23.3,operating,0.3773,Natural gas,0.187,0.0,4.0,0.9,0.2
652,18.1,operating,0.3806,Natural gas,0.187,0.0,4.0,0.9,0.2
653,11.4,operating,0.3839,Natural gas,0.187,0.0,4.0,0.9,0.2
654,18.879,operating,0.3762,Natural gas,0.187,0.0,4.0,0.9,0.2
655,18.72,operating,0.3817,Natural gas,0.187,0.0,4.0,0.9,0.2
656,15.68,operating,0.3619,Natural gas,0.187,0.0,4.0,0.9,0.2
657,30.72,operating,0.4112,Natural gas,0.187,0.0,4.0,0.9,0.2
658,4.2,operating,0.3618,Natural gas,0.187,0.0,4.0,0.9,0.2
659,4.2,operating,0.3618,Natural gas,0.187,0.0,4.0,0.9,0.2
660,5.1,operating,0.3644,Natural gas,0.187,0.0,4.0,0.9,0.2
661,5.1,operating,0.367,Natural gas,0.187,0.0,4.0,0.9,0.2
662,13.0,operating,0.54,Natural gas,0.187,0.0,4.0,0.9,0.2
663,38.61,operating,0.3982,Natural gas,0.187,0.0,4.0,0.9,0.2
664,13.2,special_case,0.374,Natural gas,0.187,0.0,4.0,0.9,0.2
665,94.6,operating,0.4138,Natural gas,0.187,0.0,4.0,0.9,0.2
666,13.2,operating,0.3784,Natural gas,0.187,0.0,4.0,0.9,0.2
667,26.2,operating,0.3982,Natural gas,0.187,0.0,4.0,0.9,0.2
668,7.5,operating,0.3652,Natural gas,0.187,0.0,4.0,0.9,0.2
669,30.6,special_case,0.3333,Natural gas,0.187,0.0,4.0,0.9,0.2
670,17.11,special_case,0.3883,Natural gas,0.187,0.0,4.0,0.9,0.2
671,12.6,operating,0.3971,Natural gas,0.187,0.0,4.0,0.9,0.2
672,21.1,operating,0.3982,Natural gas,0.187,0.0,4.0,0.9,0.2
673,13.04,operating,0.3993,Natural gas,0.187,0.0,4.0,0.9,0.2
674,22.1,operating,0.3773,Natural gas,0.187,0.0,4.0,0.9,0.2
675,23.4,special_case,0.3784,Natural gas,0.187,0.0,4.0,0.9,0.2
676,66.0,operating,0.3806,Natural gas,0.187,0.0,4.0,0.9,0.2
677,30.0,operating,0.3421,Natural gas,0.187,0.0,4.0,0.9,0.2
678,11.4,operating,0.504,Natural gas,0.187,0.0,4.0,0.9,0.2
679,27.4,operating,0.5985,Natural gas,0.187,0.0,4.0,0.9,0.2
680,8.4,shutdown_temporary,0.3531,Natural gas,0.187,0.0,4.0,0.9,0.2
681,12.75,operating,0.3509,Natural gas,0.187,0.0,4.0,0.9,0.2
682,38.0,operating,0.3993,Natural gas,0.187,0.0,4.0,0.9,0.2
683,13.4,operating,0.3993,Natural gas,0.187,0.0,4.0,0.9,0.2
684,10.1,operating,0.363,Natural gas,0.187,0.0,4.0,0.9,0.2
685,60.76,operating,0.4026,Natural gas,0.187,0.0,4.0,0.9,0.2
686,10.4,operating,0.4004,Natural gas,0.187,0.0,4.0,0.9,0.2
687,16.8,operating,0.4004,Natural gas,0.187,0.0,4.0,0.9,0.2
688,595.0,operating,0.612,Natural gas,0.187,0.0,4.0,0.9,0.2
689,459.9,operating,0.4026,Natural gas,0.187,0.0,4.0,0.9,0.2
690,78.0,operating,0.612,Natural gas,0.187,0.0,4.0,0.9,0.2
691,444.5,operating,0.612,Natural gas,0.187,0.0,4.0,0.9,0.2
692,15.0,operating,0.3542,Natural gas,0.187,0.0,4.0,0.9,0.2
693,22.0,operating,0.4026,Natural gas,0.187,0.0,4.0,0.9,0.2
694,10.6,operating,0.3982,Natural gas,0.187,0.0,4.0,0.9,0.2
695,2.65,operating,0.4026,Natural gas,0.187,0.0,4.0,0.9,0.2
696,19.5,operating,0.4164,Natural gas,0.187,0.0,4.0,0.9,0.2
697,38.7,operating,0.4048,Natural gas,0.187,0.0,4.0,0.9,0.2
698,16.0,operating,0.4037,Natural gas,0.187,0.0,4.0,0.9,0.2
699,29.0,operating,0.4026,Natural gas,0.187,0.0,4.0,0.9,0.2
700,29.151,operating,0.4048,Natural gas,0.187,0.0,4.0,0.9,0.2
701,11.5,operating,0.4048,Natural gas,0.187,0.0,4.0,0.9,0.2
702,17.3,operating,0.4048,Natural gas,0.187,0.0,4.0,0.9,0.2
703,22.1,operating,0.4048,Natural gas,0.187,0.0,4.0,0.9,0.2
704,10.0,operating,0.4048,Natural gas,0.187,0.0,4.0,0.9,0.2
705,17.6,operating,0.4059,Natural gas,0.187,0.0,4.0,0.9,0.2
706,289.0,operating,0.4059,Natural gas,0.187,0.0,4.0,0.9,0.2
707,38.7,operating,0.4048,Natural gas,0.187,0.0,4.0,0.9,0.2
708,15.0,operating,0.341,Natural gas,0.187,0.0,4.0,0.9,0.2
709,13.5,operating,0.4059,Natural gas,0.187,0.0,4.0,0.9,0.2
710,188.0,operating,0.4059,Natural gas,0.187,0.0,4.0,0.9,0.2
711,13.5,operating,0.4059,Natural gas,0.187,0.0,4.0,0.9,0.2
712,13.6,operating,0.4059,Natural gas,0.187,0.0,4.0,0.9,0.2
713,1410.0,operating,0.33,Nuclear,0.0,5.5,8.0,0.8,0.35
714,1360.0,operating,0.33,Nuclear,0.0,5.5,8.0,0.8,0.35
715,1410.0,operating,0.33,Nuclear,0.0,5.5,8.0,0.8,0.35
717,1284.0,reserve,0.33,Nuclear,0.0,5.5,8.0,0.8,0.35
718,1288.0,operating,0.33,Nuclear,0.0,5.5,8.0,0.8,0.35
719,1336.0,operating,0.33,Nuclear,0.0,5.5,8.0,0.8,0.35
720,1310.0,operating,0.33,Nuclear,0.0,5.5,8.0,0.8,0.35
721,1402.0,reserve,0.33,Nuclear,0.0,5.5,8.0,0.8,0.35
723,184.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
724,92.0,reserve,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
725,34.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
727,86.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
732,86.2,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
733,30.0,reserve,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
734,24.8,operating,0.3971,Oil,0.248,0.0,3.0,0.85,0.25
735,17.0,operating,0.3795,Oil,0.248,0.0,3.0,0.85,0.25
736,120.0,operating,0.3644,Oil,0.248,0.0,3.0,0.85,0.25
737,386.0,operating,0.3553,Oil,0.248,0.0,3.0,0.85,0.25
738,386.0,operating,0.3564,Oil,0.248,0.0,3.0,0.85,0.25
739,23.4,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
740,23.4,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
741,23.4,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
742,23.4,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
743,45.0,operating,0.3795,Oil,0.248,0.0,3.0,0.85,0.25
744,25.0,operating,0.3795,Oil,0.248,0.0,3.0,0.85,0.25
745,97.1,operating,0.38,Oil,0.248,0.0,3.0,0.85,0.25
746,92.5,operating,0.38,Oil,0.248,0.0,3.0,0.85,0.25
747,77.4,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
748,85.0,operating,0.38,Oil,0.248,0.0,3.0,0.85,0.25
749,263.5,operating,0.38,Oil,0.248,0.0,3.0,0.85,0.25
750,88.0,operating,0.3542,Oil,0.248,0.0,3.0,0.85,0.25
751,87.0,operating,0.3553,Oil,0.248,0.0,3.0,0.85,0.25
752,28.0,operating,0.3542,Oil,0.248,0.0,3.0,0.85,0.25
753,34.5,operating,0.3784,Oil,0.248,0.0,3.0,0.85,0.25
754,106.0,operating,0.3828,Oil,0.248,0.0,3.0,0.85,0.25
755,106.0,operating,0.3828,Oil,0.248,0.0,3.0,0.85,0.25
756,59.0,operating,0.3971,Oil,0.248,0.0,3.0,0.85,0.25
757,23.3,operating,0.3564,Oil,0.248,0.0,3.0,0.85,0.25
758,23.3,operating,0.3564,Oil,0.248,0.0,3.0,0.85,0.25
759,23.3,operating,0.3564,Oil,0.248,0.0,3.0,0.85,0.25
760,415.0,operating,0.3564,Oil,0.248,0.0,3.0,0.85,0.25
761,136.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
762,24.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
763,10.5,operating,0.3608,Oil,0.248,0.0,3.0,0.85,0.25
764,50.5,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
765,50.5,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
766,206.0,shutdown_temporary,0.3575,Oil,0.248,0.0,3.0,0.85,0.25
767,56.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
768,60.0,operating,0.38,Oil,0.248,0.0,3.0,0.85,0.25
769,50.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
770,4.8,operating,0.3817,Oil,0.248,0.0,3.0,0.85,0.25
771,11.4,operating,0.3718,Oil,0.248,0.0,3.0,0.85,0.25
772,11.4,operating,0.3608,Oil,0.248,0.0,3.0,0.85,0.25
773,90.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
774,0.8,operating,0.3795,Oil,0.248,0.0,3.0,0.85,0.25
776,0.5,operating,0.3751,Oil,0.248,0.0,3.0,0.85,0.25
778,160.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
780,60.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
781,95.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
782,170.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
783,23.5,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
784,45.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
785,56.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
786,19.7,reserve,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
787,59.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
788,101.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
789,225.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
790,303.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
791,303.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
792,8.7,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
793,14.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
794,20.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
795,87.5,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
796,53.6,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
797,94.5,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
798,97.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
799,97.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
800,85.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
801,6.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
802,15.5,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
803,19.2,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
804,15.5,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
805,10.4,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
806,33.6,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
807,38.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
808,21.0,seasonal_conservation,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
809,28.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
810,10.3,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
811,44.5,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
812,15.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
813,15.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
814,15.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
815,15.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
816,15.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
817,15.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
818,12.5,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
819,26.5,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
820,12.5,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
821,18.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
822,16.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
823,48.0,operating,0.3531553191489362,Oil,0.248,0.0,3.0,0.85,0.25
824,36.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
825,35.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
826,34.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
827,12.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
828,33.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
829,48.9,special_case,0.33,Waste,0.0,0.0,1.0,1.0,0.0
830,53.7,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
831,26.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
832,46.5,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
833,23.3,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
834,24.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
835,13.2,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
836,22.5,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
837,37.5,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
838,38.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
839,16.25,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
840,16.25,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
841,12.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
842,29.2,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
843,29.2,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
846,8.65,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
847,22.1,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
848,5.37,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
849,3.88,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
850,18.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
851,40.4,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
852,21.1,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
853,9.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
854,30.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
855,24.4,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
856,19.5,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
857,18.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
858,22.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
859,27.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
860,9.9,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
861,9.5,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
862,44.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
863,14.0,operating,0.33,Waste,0.0,0.0,1.0,1.0,0.0
